"тот","jener, jenes, jene, derjenige; dieser, dieses, diese"
"быть","sein; vorhanden sein, existieren"
"весь","alle; ganz, sämtlich, voll"
"по","an, am; auf; für, wegen, laut, gemäß, -halber, aus; durch, über, entlang, längs, in; bis; nach; von"
"за","an, bei, hinter, jenseits; an, gegen, hinter; für, anstelle von; beim; für, um; im Laufe von, in, binnen, nach, danach; während, wegen; hinter"
"же","denn; doch, jedoch, hingegen"
"́этот","dieser, dieses, diese"
"бы","würde, würdest, würden, würdet"
"себ́я","sich, mich, dich, euch"
"мой","mein, meine"
"с́амый","aller-, meist-; derselbe, dieselbe, dasselbe, selbige; unmittelbar, direkt, nahe"
"ни","kein, nicht, nicht ein(e); weder ... noch; ... auch (immer)"
"стать","werden; anfangen, beginnen; sich hinstellen, sich aufrichten, steigen; stehenbleiben, stocken, stehen; ergehen"
"свой","mein-dein-sein (eigener); unser- euer - ihr (eigener)"
"д́ело","Sache, Angelegenheit, Ding, Anliegen"
"под","unter, vor; bei, in der Nähe von; gegen, am; im; nach Art von; zu, bei"
"ну","na, nun"
"сам","selbst, selber, allein, selbständig, von selbst"
"чём","was, das"
"жизнь","Leben"
"тут","hier, da"
"ли","ob"
"при","bei, an, neben; im Beisein, in Anwesenheit, in Gegenwart; zur Zeit von, während"
"сто́ять","stehen, stehenbleiben, anhalten, andauern, sein, herrschen; einstehen, eintreten, sich einsetzen; sich befinden"
"ч́ерез","über; durch; nach, in"
"д́олжный","gebührend, schulden; sollen, müssen"
"ведь","doch, ja; denn, weil"
"потом́у","deshalb, darum"
"сторон́а","Seite, ; Richtung; Partei, Gesichtspunkt, Aspekt"
"им́еть","haben, besitzen, verfügen; (fig.) jmdn. haben"
"пон́ять","verstehen, erkennen, sich bewusst werden; begreifen, einsehen"
"сид́еть","sitzen; passen"
"об","über, von; gegen"
"д́елать","machen, erledigen; tun; anfertigen, herstellen"
"сд́елать","machen, erledigen; tun; anfertigen, herstellen"
"вдруг","plötzlich, auf einmal"
"н́ужный","brauchen, bedürfen, benötigen; nötig, notwendig, benötigt"
"над","über; an"
"взять","nehmen, auswählen, einstellen; fassen, greifen, mitnehmen, ergreifen, verhaften; annehmen"
"каз́аться","scheinen, wirken, den Anschein haben, anmuten, erscheinen, so aussehen als ob, zu sein scheinen, vorkommen"
"кон́ец","Ende, Schluss"
"ѓолос","Stimme"
"уж","schon, doch, wirklich"
"б́олее","mehr"
"земл́я","Erde, Erdboden; Land, Boden. Festland"
"с́ила","Kraft, Stärke; Macht, Gewalt"
"втор́ой","zweiter"
"ув́идеть","sehen, erblicken, bemerken; bemerken, merken"
"дав́ать","geben, ermöglichen; ermöglichen"
"сл́учай","Anlass, Ereignis, Erlebnis, Gelegenheit; Fall, Vorfall, Zwischenfall; Zufall, Begebenheit"
"куд́а","wohin; bei weitem, unvergleichlich, viel"
"пойт́и","losgehen, aufbrechen, loslaufen, sich auf den Weg machen, in Gang kommen, seinen Lauf nehmen; geraten nach, kommen nach"
"мир","Welt, Erde; Frieden"
"ост́аться","bleiben; übrig bleiben; verbleiben, bestehen bleiben; zurückbleiben, dastehen"
"ср́азу","sofort, gleich, augenblicklich, schlagartig; mit einem Mal, auf einmal, gleichzeitig, zugleich"
"совс́ем","ganz, gänzlich, für immer; völlig"
"вид","Sicht, Anblick, Anschein, Blick, Ansicht, Aussicht, Aussehen; Art, Beschaffenheit, Form; Aspekt"
"дать","geben; ermöglichen, gewähren"
"оказ́аться","sich herausstellen, sich erweisen, sich ergeben, sich entpuppen; sich befinden, geraten, gelangen"
"ряд","Reihe, eine Reihe von, eine Anzahl von"
"твой","dein, deine"
"отв́етить","antworten, beantworten; verantworten"
"войн́а","Krieg"
"под́умать","denken, überlegen"
"б́елый","weiß"
"гл́авный","Haupt-, hauptsächlich; Ober-, übergeordnet, Chef-"
"лишь","nur, erst; lediglich"
"тов́арищ","Kamerad, Kollege, ; Genosse, Genossin; Gefährte, Freund, "
"оп́ять","wieder, wiederum; erneut"
"одн́ако","jedoch, doch, dennoch"
"пр́авда","Wahrheit; es ist wahr, es stimmt, wirklich, tatsächlich"
"посмотр́еть","schauen, sehen, ansehen"
"про","über; von"
"б́удто","als ob, als wenn, als"
"часть","Teil, Stück, Anteil; Abteilung, Einheit, Truppenteil"
"́именно","genau; nämlich, gerade, ausgerechnet"
"дор́ога","Strasse, Landstraße, Weg, Fahrweg, Fahrbahn, Bahn; Reise, Route, Wegstrecke"
"свет","Licht; Welt"
"никаќой","kein(er), keinerlei"
"леж́ать","liegen"
"окн́о","Fenster"
"реш́ить","entscheiden, beschließen, einen Entschluß fassen, eine Entscheidung treffen; lösen"
"получ́ить","bekommen, erhalten, gewinnen; empfangen"
"Москв́а","Moskau; die Moskwa"
"п́исать","pinkeln"
"пис́ать","schreiben, malen"
"верн́уться","zurückkehren, zurückkommen; zurückkommen"
"вообщ́е","überhaupt, eigentlich; im Allgemeinen, im Großen und Ganzen"
"н́екоторый","einige, etliche, mehrere, manche; eine gewisse, ein gewisser"
"счит́ать","halten für, glauben, meinen; zählen, rechnen"
"́утро","Morgen, Tagesanfang"
"сов́етский","sowjetisch"
"в́ечер","Abend; Abendveranstaltung"
"душ́а","Seele; inneres Wesen, Gemüt"
"кн́ига","Buch"
"плеч́о","Schulter, Achsel; Oberarm"
"вм́есте","zusammen, zugleich, gleichzeitig; gemeinsam"
"таќи","doch, dennoch"
"чуть","ein bisschen, kaum, ein wenig, etwas"
"пол","Fußboden, Boden; Geschlecht"
"нар́од","Volk, Menschen"
"хоть","wenngleich, auch wenn, selbst wenn, wenn auch, obwohl, trotzdem; wenigstens, zumindest"
"взгляд","Ansicht, Meinung, Sichtweise, Aspekt, Gesichtspunkt; Anblick, Blick"
"р́усский","russisch"
"зач́ем","wozu, zu welchem Zweck; warum, weshalb, weswegen"
"ист́ория","Geschichte"
"п́олный","füllig, vollschlank, mollig, korpulent; voll, komplett, lückenlos"
"узн́ать","erkennen, wiedererkennen; erfahren, in Erfahrung bringen, sich erkundigen nach; kennenlernen"
"люб́ой","beliebig; jeder, jede, jedes, jedwede, jedweder, jedwedes"
"бог","Gott"
"прийт́и","herkommen, kommen; kommen; holen kommen, abholen; geraten; gelangen, kommen"
"ход́ить","gehen, fahren, verkehren"
"зам́етить","bemerken, merken, sagen, eine Bemerkung machen"
"изв́естный","bekannt, berühmt, berüchtigt; bestimmt; gewiss (manch)"
"п́алец","Finger; Zeh, Zehe"
"сл́овно","als ob, als; gleichsam, wie, ebenso wie"
"након́ец","endlich"
"́общий","gemeinsam, Gesamt-; allgemein, grundlegend"
"́имя","Rufname, Vorname; Nomen"
"быв́ать","sich befinden, sein; vorkommen, passieren, geschehen, stattfinden"
"мысль","Gedanke; Einfall, Idee"
"сл́ышать","hören"
"уйт́и","weggehen, fortgehen, verlassen, abfahren. wegfahren; entgehen, entrinnen, entkommen; benötigt werden"
"бо́яться","Angst haben, ; sich fürchten, befürchten"
"давн́о","einst, vor langer Zeit, vor geraumer Zeit, seit langer Zeit; lange, längst, seit langem"
"сл́ушать","zuhören; hinhören, lauschen"
"разгов́ор","Gespräch, Unterhaltung"
"нельз́я","man darf nicht, man soll nicht, es ist verboten; man kann nicht, es ist unmöglich"
"пох́ожий","ähnlich (на), ähneln; von ähnlicher Art"
"пр́аво","Recht; Berechtigung, Erlaubnis"
"лес","Wald; Holz, Bauholz"
"гляд́еть","anblicken, anschauen, nachschauen; einen Blick werfen auf, aufpassen"
"путь","Weg; Strecke, Gleis, Bahnlinie; Reise, Fahrt"
"т́ысяча","tausend, Tausend"
"п́ора","Pore"
"пор́а","Zeit, Jahreszeit; es ist Zeit"
"кр́асный","rot"
"сесть","sich setzen, sich hinsetzen, Platz nehmen"
"кр́оме","außer, ausgenommen"
"стен́а","Wand, Mauer"
"остав́аться","bleiben; übrig bleiben; verbleiben, zufallen, in den Besitz übergehen; zurückbleiben, dastehen"
"ж","denn; doch, jedoch, hingegen"
"выс́окий","hoch, erhaben; groß"
"хот́еться","wollen, mögen, möchten, Lust haben"
"соверш́енно","vollkommen, völlig, ganz, komplett"
"напис́ать","schreiben; malen"
"пусть","lass, möge, soll; wenn auch, obwohl, selbst wenn; sei"
"р́анний","früh, Früh-, zeitig, frühzeitig"
"ч́увствовать","fühlen; empfinden, spüren"
"спин́а","Rücken"
"ц́елый","ganz, voll, ; heil, unversehrt"
"вест́и","führen, geleiten; fahren, lenken, steuern; sich aufführen, sich verhalten, sich benehmen"
"огр́омный","riesig, Riesen-, riesengroß; gewaltig, enorm"
"т́ело","Körper"
"насто́ящий","gegenwärtig; echt, authentisch; wahrhaftig, wahrhaft, wirklich"
"продолж́ать","fortsetzen, weitermachen"
"т́очно","genau, exakt, präzis, wie; pünktlich; als ob, wie wenn"
"яз́ык","Sprache; Zunge"
"сред́и","mitten unter, mitten in, unmitten, zwischen"
"стар́ик","Alter, alter Mann; Greis"
"усп́еть","rechtzeitig kommen, mitkommen"
"смерть","Tod"
"власть","Macht, Machtbefugnis; Herrschaft, Gewalt; Obrigkeit, Behörde"
"м́альчик","Junge; Knabe, Bub"
"т́акже","ebenfalls, gleichfalls"
"брать","nehmen, entnehmen, greifen, fassen, holen; übernehmen; aufgreifen"
"́образ","Gestalt, Figur, Bild; Heiligenbild, Ikone; Art, Weise"
"письм́о","Brief, Schreiben"
"жив́ой","lebend, live, Lebe-; lebendig, lebhaft, rege, munter"
"отнош́ение","Beziehung; Verhältnis; Einstellung, Verhalten"
"с́ердце","Herz"
"ко","zu; nach (sich anschließen an)"
"нач́альник","Vorgesetzter, Vorsteher, Chef, Leiter"
"пройт́и","vorbeigehen, vorübergehen, vergehen, verfliegen; durchgehen, durchdringen; stattfinden, verlaufen"
"начин́ать","anfangen, beginnen"
"вокр́уг","ringsum, ringsherum, ringsumher, um herum"
"появ́иться","erscheinen, auftauchen, auftreten, aufkommen, entstehen; sich zeigen, sichtbar werden"
"чёрный","schwarz, düster, dunkel; rückwärtig, Hinter-"
"солд́ат","Soldat"
"заб́ыть","vergessen"
"всп́омнить","sich erinnern, sich entsinnen, zurückdenken"
"н́ебо","Himmel"
"зат́ем","danach, anschließend, darauf, dann"
"сист́ема","System"
"в́оздух","Luft"
"́оба","beide, die beiden"
"с́обственный","eigentlich; Eigen-, eigene, eigener, eigenes"
"пыт́аться","versuchen, probieren, sich bemühen"
"наход́иться","sich befinden, vorhanden sein, sich aufhalten"
"держ́ать","halten, festhalten; aufbewahren; verhalten, benehmen; führen, betreiben"
"прос́ить","bitten, ; ersuchen, einladen, auffordern"
"показ́ать","zeigen, vorführen, herzeigen, vorzeigen, vorweisen; aufzeigen, aufweisen; zeigen, weisen"
"р́азный","verschieden, unterschiedlich, verschiedenartig, allerlei"
"реб́ята","Kinder, Jugendliche, Kerle, Jungs; junge Leute"
"кварт́ира","Wohnung"
"в́ыходить","aufziehen, pflegen; aufbringen"
"выход́ить","herausgehen, verlassen, aussteigen"
"подн́ять","heben, aufheben, hochheben; erheben; steigern, anheben, erhöhen; hochziehen"
"генер́ал","General"
"назыв́ать","nennen; benennen; angeben"
"тр́етий","der dritte"
"посл́ать","schicken, senden"
"подойт́и","herantreten, kommen, sich nähern, heranrücken; passen, geeignet sein"
"рассказ́ать","erzählen, berichten, mitteilen"
"ос́обенно","besonders; ausgefallen, eigenartig, eigentümlich, ungewöhnlich, speziell"
"кровь","Blut"
"встать","aufstehen, sich erheben, sich stellen"
"шаг","Schritt"
"спр́ашивать","fragen"
"хоз́яин","Besitzer, Hausherr, Herr, Herrchen; Wirt, Gastgeber"
"вним́ание","Aufmerksamkeit; Beachtung, Rücksicht"
"сл́едовать","folgen; nachfolgen, sich reihen an, verfolgen; befolgen, folgen; man soll, еs wäre nötig, еs gebührte sich"
"пост́авить","setzen, stellen, hinstellen; einstellen, einsetzen, ernennen; setzen, bringen, stellen; aufführen, inszenieren; liefern"
"бр́осить","werfen, bewerfen, zuwerfen, hinwerfen; verlassen, im Stich lassen; aufhören, aufgeben"
"вр́оде","in der Art von, ähnlich, so wie"
"вел́икий","groß, gewaltig; bedeutend, großartig"
"наприм́ер","zum Beispiel"
"ост́авить","lassen, belassen; überlassen, zurücklassen, verlassen, liegenlassen, stehenlassen, hinterlassen; behalten, aufheben, reservieren"
"действ́ительно","wirklich, tatsächlich, in der Tat; gültig; tatsächlich"
"шќола","Schule"
"равн́о","gleich"
"труд","Arbeit, Werk; Mühe"
"капит́ан","Kapitän, Hauptmann, Mannschaftskapitän"
"сюд́а","hierher"
"тяжёлый","schwer; schwierig, kompliziert, ernst"
"п́арень","Junge, Bursche, Kerl; Partner, Freund"
"гр́уппа","Gruppe; Band, Musikgruppe"
"люб́овь","Liebe; Liebe ist blind"
"отвеч́ать","antworten; verantwortlich sein, entsprechen, gerecht werden, Rechnung tragen"
"́ухо","Ohr"
"уход́ить","weggehen, fortgehen, verlassen, abfahren, wegfahren; entgehen, entrinnen, entkommen"
"чтоб","damit; um zu"
"рассќазывать","erzählen, berichten, mitteilen"
"молч́ать","schweigen"
"отв́ет","Antwort, Lösung"
"гот́овый","bereit; fertig; gar, gekocht"
"явл́яться","erscheinen, auftauchen, sich einfinden, kommen; sich erweisen, sein, darstellen"
"дв́адцать","zwanzig"
"б́ерег","Ufer, Land; Küste, Strand"
"п́омощь","Hilfe"
"мужч́ина","Mann"
"мом́ент","Moment, Augenblick; Zeitpunkt"
"останов́иться","anhalten (selber), halten, stehenbleiben, stillstehen, stoppen; sich aufhalten, Station machen"
"л́ичный","persönlich, ; privat, Privat-, eigen, Personal-"
"газ́ета","Zeitung"
"дл́инный","lang"
"в́идно","anscheinend, offenbar, ist zu sehen, wie es scheint"
"пр́отив","gegen, dagegen, entgegen, kontra, wider; gegenüber"
"в́ерить","glauben; vertrauen"
"ч́увство","Gefühl, Emotion; Sinn, Empfindung"
"пор́ядок","Ordnung; Reihenfolge"
"́армия","Armee"
"немн́ого","ein wenig, ein bisschen, etwas, wenig, nicht viel"
"игр́ать","spielen, vorspielen, mitwirken"
"возм́ожность","Möglichkeit, Gelegenheit"
"с́ильный","stark, kräftig, heftig, leistungsstark; gewaltig, mächtig"
"р́азве","wirklich; etwa, denn, tatsächlich"
"впр́очем","übrigens, allerdings, aber"
"станов́иться","werden, entstehen; anfangen, beginnen; sich hinstellen, sich aufrichten, steigen"
"движ́ение","Bewegung; Verkehr"
"нос","Nase; Bug"
"знаќомый","bekannt; vertraut"
"оѓонь","Feuer; Feuern; Flamme, Licht"
"двор","Hof"
"смочь","können, imstande sein, dürfen"
"ин́ой","anderer, mancher; manche"
"беж́ать","laufen, rennen; verfliegen, verrinnen, vergehen; fliehen"
"сќорый","schnell, rasch; baldig"
"нав́ерное","wahrscheinlich, vielleicht; wohl, vermutlich"
"при́ехать","ankommen, eintreffen, angereist kommen"
"прост́ой","einfach, leicht, simpel, unkompliziert"
"прин́ять","nehmen, annehmen, abnehmen, entgegennehmen; einnehmen; empfangen, аufnehmen; einstellen, übernehmen; annehmen, akzeptieren, beschließen, billigen, verabschieden"
"́угол","Ecke, Winkel"
"смысл","Sinn, Zweck; Bedeutung"
"откр́ыть","öffnen, aufmachen; eröffnen, beginnen; aufdecken; entdecken"
"́общество","Gesellschaft; Verband, Verein"
"грудь","Brust"
"во́енный","Kriegs-, kriegerisch, Rüstungs-, Wehr-; Militär-, militärisch"
"происход́ить","herkommen, entstammen, abstammen, hervorgehen; geschehen, stattfinden, passieren"
"д́ерево","Baum; Holz"
"н́емец","Deutscher"
"губ́а","Lippe"
"л́ибо","oder; entweder ... oder"
"д́ядя","Onkel"
"́очередь","Reihe, Reihenfolge, Jahrgang; Schlange, Warteschlange; Salve; Schub"
"кой","welch, was für ein"
"ф́орма","Form; Uniform"
"заќон","Gesetz"
"собир́аться","sich  versammeln, zusammenkommen, sich sammeln, sich anhäufen; sich bereitmachen, sich fertigmachen, sich vorbereiten"
"показ́аться","scheinen, anmuten, erscheinen, sich zeigen, sich sehen lassen"
"дом́ой","nach Hause"
"поп́асть","gelangen, hingeraten; treffen"
"усл́ышать","hören, vernehmen, erfahren"
"приход́ить","herkommen, kommen; kommen; holen kommen, abholen; geraten, gelangen"
"крич́ать","schreien, rufen; anschreien; zurufen"
"состо́яние","Stand, Zustand, Lage, Status, Verfassung; Vermögen, Besitz"
"произойт́и","herkommen, entstammen, abstammen, hervorgehen; geschehen, stattfinden, passieren"
"сон","Schlaf, Traum"
"подн́яться","steigen, hinaufsteigen, besteigen, aufsteigen; sich erheben, aufstehen"
"л́адно","gut, in Ordnung, einverstanden"
"карм́ан","Tasche"
"ч́асто","häufig, oft; dicht, aufeinanderfolgend, feinmaschig"
"случ́иться","geschehen, passieren, sich ereignen; sich zufällig ergeben, zufällig anwesend sein"
"зелёный","grün; noch grün, unerfahren, unreif"
"д́евочка","Mädchen, kleines Mädchen, Kleine"
"ќамень","Stein"
"снач́ала","zuerst, anfangs, von Anbeginn, zu Beginn, zunächst, erstmal"
"в́етер","Wind"
"связь","Verbindung, Kontakt, Zusammenhang"
"стар́аться","sich anstrengen; sich bemühen, sich Mühe geben"
"гость","Gast; Besuch"
"л́учший","beste, besserer, am besten; das Beste"
"зуб","Zahn"
"м́ера","Maß, Maßeinheit, Ausmaß; Maßnahme"
"век","Jahrhundert; Zeitalter, Epoche"
"по́ехать","losfahren, abfahren, fahren, sich in Bewegung setzen"
"н́омер","Nummer, Ausgabe, Programmnummer; Hotelzimmer, Zimmernummer; Größe"
"стр́анный","seltsam, merkwürdig, ; sonderbar, fremdartig, schrullig"
"стр́ашный","furchtbar, fürchterlich, grässlich, hässlich; schrecklich, schlimm; bange"
"ср́едство","Mittel; Medium"
"ед́инственный","einziger, der einzige"
"д́ействие","Handlung, Aktion, Aktivität, Akt; Wirkung, Einwirkung, Einfluss; Wirksamkeit, Gültigkeit, Geltung"
"ход","Gang, Lauf, Bewegung, Fahrt, Ablauf, Verlauf, Zug"
"госуд́арство","Staat"
"росс́ийский","russisch, Russland-"
"кор́откий","kurz, knapp; nah, vertraut"
"ум́еть","können"
"д́анный","gegeben, vorliegend"
"необход́имый","notwendig, unumgänglich, nötig; erforderlich, unverzichtbar"
"глав́а","Kapitel; Haupt, Oberhaupt, Chef, Leiter"
"п́артия","Partei, Gruppe, Trupp; Partie, Charge, Posten"
"край","Rand, Grenze, Ende, Kante, Grat; Region, administrative Einheit, Gau, Bezirk; Land, Gebiet, Territorium"
"вперёд","vorwärts; (im) voraus, in der Zukunft; voran, nach vorn"
"реќа","Fluss, Strom"
"судьб́а","Schicksal, Los"
"р́ота","Kompanie"
"д́обрый","gutmütig, gutherzig; gut"
"речь","Rede, Ansprache, Sprache"
"заним́аться","sich beschäftigen, lernen, studieren"
"вполн́е","durchaus, völlig, vollkommen"
"полож́ить","legen, hinlegen, hintun; auflegen; festlegen, festsetzen, schätzen, veranschlagen"
"прич́ина","Grund, Ursache; Anlass"
"гор́а","Berg"
"ниќак","auf keinen Fall, keinesfalls"
"страх","Angst, Schrecken; Furcht, Bange"
"тёмный","dunkel"
"едв́а","kaum, nur mit Mühe"
"м́оре","Meer, die See"
"зал","Saal, Halle, Raum"
"с́ерый","grau; ungebildet, unkultiviert"
"врач","Arzt, Ärztin"
"в́озле","daneben, nebenan; bei, an, neben"
"дов́ольно","ziemlich, ganz, recht; genug, ausreichend; zufrieden"
"команд́ир","Kommandeur, Chef, Führer, Kommandant, Leiter"
"основн́ой","Grund-, ; elementar; grundlegend"
"́ясно","klar, verständlich, es ist klar, es ist offenbar; deutlich"
"боль","Schmerz, Schmerzen"
"господ́ин","Herr"
"результ́ат","Ergebnis, Resultat, Leistung"
"числ́о","Zahl, Anzahl; Datum; Numerus"
"цель","Ziel, Zielort, Zielobjekt, Zielscheibe; Zweck"
"нач́аться","anfangen, beginnen, losgehen"
"лёгкий","leicht, nicht schwer, einfach; Leicht-"
"звать","rufen; nennen; einladen"
"полож́ение","Lage, Situation, Umstände, Zustand, soziale Lage, Verhältnisse; Festlegung, Vorschrift, Bestimmung, Verordnung"
"б́ывший","ehemalig, einstig; früherer, Ex-"
"пис́атель","Schriftsteller"
"бум́ага","Papier"
"проход́ить","vorbeigehen, vorübergehen, vergehen, verfliegen; durchgehen, durchdringen; stattfinden, verlaufen, "
"уд́аться","gelingen, glücken, geraten"
"план","Plan, Planebene, Entwurf, Grundriss; Absicht, Konzept, Vorhaben; Rauschgift"
"черт́а","Strich, Linie, Grenze; Zug, Wesenszug, Merkmal"
"́около","neben (bei, nahe an), in der Nähe; ungefähr, cirka, etwa, an die, gegen"
"под́обный","ähnlich; derartig, dergleichen, solch"
"шир́окий","breit; weit, weiträumig, weitreichend"
"прийт́ись","müssen, genötigt sein, nötig sein; passen, sich eignen; entfallen, zustehen"
"докум́ент","Dokument"
"снять","ausziehen, ablegen, abnehmen; aufnehmen, fotografieren, filmen, knipsen; mieten; absetzen, abschaffen; abnehmen, abhängen, herunternehmen"
"предст́авить","vorstellen, bekannt machen; darstellen, präsentieren; repräsentieren, vertreten"
"пр́ежний","vorherig, vergangen, vorig"
"произнест́и","aussprechen, artikulieren; sagen, sprechen"
"небольш́ой","nicht groß, klein, gering"
"пуст́ой","leer, hohl"
"в́олос","Haar"
"объясн́ить","erklären, erläutern"
"п́ара","Paar; ein paar, einige"
"след","Spur, Fährte; Fußabdruck"
"представл́ять","vorstellen; darstellen, präsentieren; repräsentieren, vertreten"
"реш́ение","Entscheidung, Urteil; Beschluss, Entschluss; Lösung"
"существов́ать","existieren, auf der Welt sein; vorhanden sein, bestehen"
"ос́обый","besondere, speziell; Sonder-, Extra-"
"ин́аче","andernfalls; ansonsten"
"умер́еть","sterben"
"класс","Klasse, Klassenzimmer"
"усл́овие","Bedingung, Kondition; Voraussetzung, Prämisse"
"центр","Mitte, Mittelpunkt; Zentrum"
"сќоро","schnell, rasch; bald"
"пр́ежде","vor, ehe; bevor, zuvor, ehemals, früher"
"встр́еча","Treffen, Verabredung, Zusammenkunft, Empfang, Spiel, Feier; Begegnung, Wiedersehen"
"дир́ектор","Direktor, Leiter"
"одн́ажды","einmal, einst; eines Tages"
"сл́ужба","Dienst (gewerblich), Amt; Gottesdienst, Messfeier"
"проц́есс","Prozess, Verlauf, Lauf"
"бл́изкий","nah, baldig, ähnlich, verwandt; nahestehend, eng, vertraut, intim"
"ч́истый","sauber; rein, pur, unverfälscht"
"презид́ент","Präsident"
"п́амять","Gedächtnis; Erinnerung, Andenken, Gedenken; Speicher"
"сквозь","durch"
"сообщ́ить","mitteilen, melden, berichten über"
"челов́еческий","menschlich, Menschen-; human"
"назв́ать","nennen; benennen; angeben"
"сей","dieser, jener"
"гер́ой","Held"
"дух","Geist, Gespenst; Atem, Hauch; Courage, Beherztheit, Mut; Stimmung, Laune, Gemüt"
"худ́ой","übel; dünn, mager, hager, schlank"
"м́имо","vorbei, vorüber"
"возм́ожно","möglich, möglicherweise; vielleicht, eventuell"
"враг","Feind, Gegner"
"уб́ить","töten, umbringen, ermorden, einen Mord begehen; totschlagen"
"кст́ати","übrigens, apropos, nebenbei gesagt, bei dieser Gelegenheit; gerade rechtzeitig, wie gerufen, zur rechten Zeit, gelegen, angebracht"
"чуж́ой","fremd"
"соглас́иться","zustimmen, einwilligen, sich einlassen, einverstanden sein; bejahen, befürworten, gutheißen"
"сч́астье","Glück"
"уд́ар","Schlag, Hieb, Erschütterung; Stoß, Anstoß, Anprall"
"ст́арший","der ältere, der älteste, Ober-"
"вм́есто","statt, anstatt; an Stelle, anstelle"
"самолёт","Flugzeug"
"улыбн́уться","lächeln, anlächeln"
"карт́ина","Bild, Gemälde"
"улыб́аться","lächeln, anlächeln"
"поч́увствовать","fühlen; empfinden, spüren"
"б́удущее","Zukunft"
"корид́ор","Korridor, Gang, Flur"
"т́олстый","dick, korpulent, beleibt; fettleibig, füllig"
"пр́авый","recht, gerecht; rechtsgerichtet"
"больн́ой","krank"
"ум","Verstand, Vernunft, Sinn"
"м́енее","weniger"
"привест́и","bringen, herbeiführen, holen, herholen; anführen, zitieren"
"предлож́ить","vorschlagen, ersuchen, verlangen; anbieten, offerieren"
"в́ызвать","hervorrufen, auslösen, erregen, verursachen, auslösen, erzeugen, bewirken; herbeirufen, ausrufen, herbestellen, aufrufen, kommen lassen"
"кабин́ет","Arbeitszimmer, Dienstzimmer, Fachraum; Kabinett"
"легќо","leicht, mit Leichtigkeit, mühelos, es ist leicht"
"кол́ено","Knie"
"хват́ать","genügen, reichen, nicht vermissen; ergreifen, greifen, erwischen, hinlangen, packen, fassen, schnappen, zupacken; reichen"
"принест́и","bringen, mitbringen, herbringen"
"вс́який","jeder, jede, jedes, jeglicher; allerlei"
"бут́ылка","Flasche"
"госуд́арственный","Staats-, staatlich"
"раб́очий","Arbeits-, Arbeiter-"
"сто","hundert"
"телеф́он","Telefon, Fernsprecher, Telefonnummer, Nummer"
"комп́ания","Gesellschaft, Kompanie; Unternehmen, Firma"
"кр́упный","groß, Groß-, bedeutend; grob"
"откр́ытый","offen, geöffnet, offenherzig, unbedeckt; Frei-, frei; entdeckt"
"д́октор","habilitierter Doktor, Arzt, Doktor"
"приним́ать","nehmen, annehmen, abnehmen, entgegennehmen; einnehmen; empfangen, aufnehmen; einstellen; annehmen, beschließen, billigen, verabschieden"
"вниз","nach unten, hinunter-, hinab-, herunter-, herab-"
"́автор","Autor, Verfasser, Komponist"
"муж́ик","Mann, Typ; Bauer"
"в́овсе","überhaupt, ganz und gar"
"интер́ес","Interesse"
"провест́и","durchführen, ausführen; durchleiten, führen, geleiten, begleiten, bringen; verbringen, zubringen"
"хват́ить","genügen, reichen, nicht vermissen; ergreifen, greifen, erwischen, hinlangen, packen, fassen, schnappen, zupacken; reichen"
"дв́ое","zwei"
"споќойно","ruhig, still; gelassen, friedlich, "
"м́естный","örtlich, Orts-, Lokal-, ortsansässig, hiesig"
"лейтен́ант","Leutnant"
"ор́ужие","Waffe, Waffen, Mittel"
"игр́а","Spiel, Spielen"
"приход́иться","müssen, genötigt sein; in Beziehung oder Verhältnis stehen, (hinein)passen; entfallen, zustehen"
"кр́икнуть","schreien, rufen; weinen, jammern, klagen; aufschreien; anschreien, anschnauben; zurufen"
"попрос́ить","bitten, ; ersuchen"
"тр́ебовать","fordern, verlangen, erfordern, bedürfen"
"бой","Kampf, Gefecht, Schlacht; Schlag, Schlagen, Zerschlagen"
"ќачество","Qualität, Güte; Eigenschaft, Beschaffenheit"
"сме́яться","lachen; auslachen, sich lustig machen, "
"родн́ой","verwandt, leiblich blutsverwandt, eigen"
"жёлтый","gelb"
"член","Mitglied; Glied"
"дост́аточно","ausreichend, genügend, hinreichend"
"хлеб","Brot; Getreide, Körnerfrüchte"
"присл́ать","schicken, zuschicken, senden, hersenden"
"золот́ой","Gold-, golden"
"полит́ический","politisch"
"об́ычный","gewöhnlich, gewohnt, üblich; normalerweise"
"литерат́ура","Literatur"
"стр́инги","der Tanga, der Stringtanga"
"ѓетеро","Hetero, Heterosexueller, Heterosexuelle"
"попќорн","Popcorn"
"сид́ушка","Sitzplatz"
"без́облачно","wolkenlos"
